UF;Protocolo;Descrição;Projeto;Ação;Início do Atendimento;Fim do Atendimento;Instrumento
SC;SC0078715;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:40;29/05/2020 13:41;Informação Presencial
SC;SC0078742;Documentos enviados pelo Whatsapp;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:52;29/05/2020 13:52;Informação Presencial
SC;SC0078746;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:54;29/05/2020 13:54;Informação Presencial
SC;SC0078747;Retirada de Documentos;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:55;29/05/2020 13:55;Informação Presencial
SC;SC0078754;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:57;29/05/2020 13:58;Informação Presencial
SC;SC0078805;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:23;29/05/2020 14:23;Informação Presencial
SC;SC0078813;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:27;29/05/2020 14:27;Informação Presencial
SC;SC0078824;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:29;29/05/2020 14:30;Informação Presencial
SC;SC0078827;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:30;29/05/2020 14:30;Informação Presencial
SC;SC0078834;Emissão de Guia;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:32;29/05/2020 14:33;Informação Presencial
SC;SC0078835;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:33;29/05/2020 14:33;Informação Presencial
SC;SC0078865;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:50;29/05/2020 14:58;Informação Presencial
SC;SC0078878;Feito consulta no pedido de viabilidade regin;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 14:59;29/05/2020 15:06;Informação Presencial
SC;SC0078888;REGIN - LEGALIZAÇÃO DO ESTABELECIMENTO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 15:07;29/05/2020 15:11;Informação Presencial
SC;SC0078920;Feito REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 15:16;29/05/2020 15:21;Informação Presencial
SC;SC0078930;Legalização junto a Prefeitura;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 15:21;29/05/2020 15:32;Informação Presencial
SC;SC0078956;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 15:37;29/05/2020 15:38;Informação Presencial
SC;SC0078967;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 15:45;29/05/2020 15:48;Informação Presencial
SC;SC0079006;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 16:13;29/05/2020 16:19;Informação Presencial
SC;SC0079021;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA ABRIR SUA EMPRESA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 16:34;29/05/2020 16:35;Orientação Técnica Presencial
SC;SC0079023;BUSCOU A SALA DO EMPREENDEDOR PARA FORMALIZAR SUA EMPRESa;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 16:37;29/05/2020 16:38;Orientação Técnica Presencial
SC;SC0079092;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 17:38;29/05/2020 17:39;Orientação Técnica Presencial
SC;SC0079093;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 17:42;29/05/2020 17:43;Orientação Técnica Presencial
SC;SC0079096;BUSCOU A SALA DO EMPREENDEDOR PARA FORMALIZAR SEU NEGOCIO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 17:45;29/05/2020 18:06;Orientação Técnica Presencial
SC;SC0079104;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS E PARA FAZER ALTERAÇÃO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 18:07;29/05/2020 18:16;Orientação Técnica Presencial
SC;SC0079123;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 18:33;29/05/2020 18:35;Orientação Técnica Presencial
SC;SC0079155;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO E IMPRESSÃO DE GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:24;01/06/2020 07:30;Orientação Técnica Presencial
SC;SC0079156;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE PRODUTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:30;01/06/2020 07:33;Orientação Técnica Presencial
SC;SC0079157;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR CADASTRO NO BETHA PARA PODER EMITIR NOTA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:33;01/06/2020 07:36;Orientação Técnica Presencial
SC;SC0079158;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REIMPRIMIR GUIA DAS COM VENCIMENTO ATUALIZADO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:36;01/06/2020 07:41;Orientação Técnica Presencial
SC;SC0079159;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:41;01/06/2020 07:45;Orientação Técnica Presencial
SC;SC0079160;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR CADASTRO NO BETHA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:45;01/06/2020 07:49;Orientação Técnica Presencial
SC;SC0079161;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA PEGAR GUIA DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:49;01/06/2020 07:51;Orientação Técnica Presencial
SC;SC0079162;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:52;01/06/2020 08:00;Orientação Técnica Presencial
SC;SC0079163;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS COM DATA ATUALIZADA E IMPRIMIR NOTA FISCAL.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 07:52;01/06/2020 08:05;Orientação Técnica Presencial
SC;SC0079185;Requerimento de guia mensal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:30;01/06/2020 09:26;Informação Presencial
SC;SC0079191;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA ATUALIZAR AS SUAS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:38;01/06/2020 08:47;Orientação Técnica Presencial
SC;SC0079197;Renovação do alvará dos bombeiros.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:46;01/06/2020 08:54;Informação Presencial
SC;SC0079200;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR NOTA FISCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:48;01/06/2020 09:03;Orientação Técnica Presencial
SC;SC0079202;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER PEDIDO DE PARCELAMENTO E RETIRAR SUA PRIMEIRA PARCELA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:53;01/06/2020 08:55;Orientação Técnica Presencial
SC;SC0079205;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:55;01/06/2020 08:58;Orientação Técnica Presencial
SC;SC0079206;Baixa em alvará de funcionamento.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 08:55;01/06/2020 08:57;Informação a Distância
SC;SC0079219;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA DAR BAIXA NO SEU MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:07;01/06/2020 09:08;Orientação Técnica Presencial
SC;SC0079221;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA VERIFICAR SE ESTA EM DIA SEU PAGAMENTO DAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:08;01/06/2020 09:11;Orientação Técnica Presencial
SC;SC0079228;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:14;01/06/2020 09:16;Orientação Técnica Presencial
SC;SC0079230;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS E EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:18;01/06/2020 09:20;Orientação Técnica Presencial
SC;SC0079236;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR  AS NOTAS FISCAIS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:25;01/06/2020 09:28;Orientação Técnica Presencial
SC;SC0079239;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:26;01/06/2020 09:28;Orientação Técnica Presencial
SC;SC0079240;Solitou Guias DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:27;01/06/2020 09:39;Orientação Técnica Presencial
SC;SC0079265;BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:44;01/06/2020 10:09;Orientação Técnica Presencial
SC;SC0079281;Consulta de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 09:56;01/06/2020 09:57;Informação Presencial
SC;SC0079289;Informações a respeito de regularização no município.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:04;01/06/2020 10:05;Informação Presencial
SC;SC0079299;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA FISCAL DE PRODUTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:09;01/06/2020 10:25;Orientação Técnica Presencial
SC;SC0079302;Cliente solicitou guias DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:16;01/06/2020 10:25;Orientação Técnica Presencial
SC;SC0079303;"• Plantão Fiscal – Baixa de Cadastro - AUTONOMA
Realizada a baixa da inscrição municipal, conforme pedido realizado e documentação apresentada.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:16;01/06/2020 10:18;Orientação Técnica Presencial
SC;SC0079312;BUSCOU A SALA DO EMPREENDEDOR PARA FAZER A DECLARAÇÃO ANUAL.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:25;01/06/2020 10:33;Orientação Técnica Presencial
SC;SC0079320;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS, REEMITINDO NOVO CÓDIGO E NOVO VENCIMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:29;01/06/2020 10:46;Orientação Técnica Presencial
SC;SC0079325;BUSCOU A SALA DO EMPREENDEDOR PARA FAZER A DECLARAÇÃO ANUAL ATUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:33;01/06/2020 11:10;Orientação Técnica Presencial
SC;SC0079335;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:37;01/06/2020 10:40;Orientação Técnica Presencial
SC;SC0079344;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR PRIMEIRA GUIA DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:46;01/06/2020 10:49;Orientação Técnica Presencial
SC;SC0079348;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:50;01/06/2020 10:52;Orientação Técnica Presencial
SC;SC0079356;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 10:56;01/06/2020 11:03;Orientação Técnica Presencial
SC;SC0079372;Cadastrar MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:06;01/06/2020 11:22;Orientação Técnica Presencial
SC;SC0079374;"• Plantão Fiscal - Inclusão de Cadastro
Realizada inclusão do cadastro junto ao município conforme documentação apresentada";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:07;01/06/2020 11:09;Orientação Técnica Presencial
SC;SC0079385;Cadastro auxílio emergencial.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:15;01/06/2020 11:16;Orientação Técnica Presencial
SC;SC0079396;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:23;01/06/2020 11:25;Orientação Técnica Presencial
SC;SC0079397;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR VIAS DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:24;01/06/2020 11:29;Orientação Técnica Presencial
SC;SC0079399;Informações sobre alvará de funcionamento.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:29;01/06/2020 11:29;Informação Presencial
SC;SC0079411;Informações sobre alvará;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:36;01/06/2020 11:38;Informação Presencial
SC;SC0079436;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 11:56;01/06/2020 12:00;Orientação Técnica Presencial
SC;SC0079439;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR NOTA FISCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 12:00;01/06/2020 12:02;Orientação Técnica Presencial
SC;SC0079444;BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS DO ANTIGO MEI. 18.450.933/0001-46;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 12:12;01/06/2020 12:15;Orientação Técnica Presencial
SC;SC0079446;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 12:21;01/06/2020 12:25;Orientação Técnica Presencial
SC;SC0079459;BUSCOU A SALA DO EMPREENDEDOR PARA FAZER INSCRIÇÃO NO BETHA , FAZER NOTA FISCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 12:51;01/06/2020 12:54;Orientação Técnica Presencial
SC;SC0079468;Entrada ao processo de viabilidade, cadastro no portal do Gov e alteração de endereço para correspondência/ forma de atuação.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:04;01/06/2020 13:07;Orientação Técnica Presencial
SC;SC0079475;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:12;01/06/2020 13:12;Informação Presencial
SC;SC0079479;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:14;01/06/2020 13:15;Informação Presencial
SC;SC0079483;Retirada de Documentos;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:18;01/06/2020 13:19;Informação Presencial
SC;SC0079485;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:20;01/06/2020 13:20;Informação Presencial
SC;SC0079486;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:21;01/06/2020 13:21;Informação Presencial
SC;SC0079498;Alteração de Dados;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 13:28;01/06/2020 13:29;Informação Presencial
SC;SC0079543;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 14:01;01/06/2020 14:02;Informação Presencial
SC;SC0079657;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 15:24;01/06/2020 15:25;Orientação Técnica Presencial
SC;SC0079692;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 15:59;01/06/2020 16:14;Orientação Técnica Presencial
SC;SC0079701;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 16:05;01/06/2020 16:06;Informação Presencial
SC;SC0079704;SOLICITOU ALTERAÇÃO DE ENDEREÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 16:09;01/06/2020 16:13;Orientação Técnica Presencial
SC;SC0079714;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 16:15;01/06/2020 16:16;Informação Presencial
SC;SC0079716;REGIN;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 16:16;01/06/2020 16:20;Informação Presencial
SC;SC0079719;Abertura do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 16:18;01/06/2020 16:18;Informação Presencial
SC;SC0079723;Declaração anual referente, 2015, 2016, 2017, 2018, 2019 e emissão  DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;01/06/2020 16:20;01/06/2020 16:25;Informação Presencial
